"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.011072375E0,-6.638694763E-1,3.570075989E0,1.113788864E1,1.171489345E1
8.021053375E0,-6.926097107E-1,3.478616180E0,1.118968094E1,1.173837460E1
8.031034375E0,-6.891668701E-1,3.480562134E0,1.114252899E1,1.169381102E1
8.041015375E0,-6.939569092E-1,3.487896881E0,1.125105331E1,1.179971193E1
8.050995375E0,-7.179071045E-1,3.464695129E0,1.158680511E1,1.211501365E1
8.060976375E0,-8.068222046E-1,3.476221161E0,1.179846497E1,1.232634784E1
8.070957375E0,-9.523196411E-1,3.470532990E0,1.200683167E1,1.253457293E1
8.080938375E0,-1.117126923E0,3.377127228E0,1.213346832E1,1.264412964E1
8.090919375E0,-1.206790466E0,3.188220062E0,1.206880280E1,1.254101636E1
8.100900375E0,-1.234482880E0,2.977757721E0,1.181133820E1,1.224331242E1
8.110880375E0,-1.211281128E0,2.744243317E0,1.140463394E1,1.179252936E1
8.120861375E0,-1.121018829E0,2.535427551E0,1.096454910E1,1.130957175E1
8.130842375E0,-9.957293701E-1,2.362686768E0,1.050395691E1,1.081234833E1
8.140823375E0,-9.071136475E-1,2.265538788E0,1.008916946E1,1.038011858E1
8.150804375E0,-9.306147766E-1,2.270628204E0,9.750723267E0,1.005477004E1
8.160785375E0,-1.021326141E0,2.335144043E0,9.488468628E0,9.824817642E0
8.170766375E0,-1.129850464E0,2.384691010E0,9.284293213E0,9.652016046E0
8.180746375E0,-1.193318481E0,2.431244202E0,9.114845581E0,9.508699561E0
8.190727375E0,-1.198258209E0,2.461331635E0,8.979227600E0,9.387252231E0
8.200708375E0,-1.122815094E0,2.462229767E0,8.836274872E0,9.241376671E0
8.210689375E0,-9.635462952E-1,2.459535370E0,8.628506927E0,9.023794518E0
8.220670375E0,-8.047265625E-1,2.408790894E0,8.482111359E0,8.854155607E0
8.230651375E0,-7.379653931E-1,2.358645172E0,8.411308594E0,8.766864447E0
8.240632375E0,-6.794371033E-1,2.324965210E0,8.326584778E0,8.671742159E0
8.250612375E0,-6.183641052E-1,2.258503418E0,8.233179016E0,8.559699093E0
8.260593375E0,-6.212081909E-1,2.236199799E0,8.164322205E0,8.487793955E0
8.270574375E0,-6.848258972E-1,2.236199799E0,8.153993683E0,8.482758338E0
8.280555375E0,-6.915618896E-1,2.227218475E0,8.142916718E0,8.470292359E0
8.290536375E0,-6.839277649E-1,2.218237152E0,8.134085083E0,8.458822222E0
8.300517375E0,-6.468049622E-1,2.209854584E0,8.110434265E0,8.430952373E0
8.310498375E0,-6.074368286E-1,2.206411743E0,8.069269867E0,8.387511459E0
8.320478375E0,-5.763015747E-1,2.230212250E0,8.022267609E0,8.346421255E0
8.330459375E0,-5.529501343E-1,2.276915131E0,7.879464569E0,8.220465818E0
8.340440375E0,-5.351371765E-1,2.282603302E0,7.801177368E0,8.145858946E0
8.350421375E0,-5.135820007E-1,2.316732330E0,7.752827911E0,8.107857657E0
8.360402375E0,-4.728666687E-1,2.384391632E0,7.744445343E0,8.116979735E0
8.370383375E0,-4.276606750E-1,2.420915680E0,7.753875732E0,8.134267961E0
8.380363375E0,-3.876937866E-1,2.443818054E0,7.781418457E0,8.165355250E0
8.390344375E0,-3.614982605E-1,2.494562531E0,7.788603516E0,8.186322003E0
8.400325375E0,-3.469784546E-1,2.532733154E0,7.805668030E0,8.213621897E0
8.410306375E0,-3.438349915E-1,2.631378021E0,7.838749237E0,8.275769595E0
8.420287375E0,-3.546125793E-1,2.722688141E0,7.904163208E0,8.367471351E0
8.430268375E0,-3.876937866E-1,2.809956665E0,7.999215546E0,8.487261766E0
8.440249375E0,-3.805087280E-1,2.912792816E0,8.086484070E0,8.603509371E0
8.450229375E0,-2.926414490E-1,3.042423248E0,8.203241272E0,8.754150193E0
8.460210375E0,-2.242337036E-1,3.154689789E0,8.304131470E0,8.885997293E0
8.470191375E0,-2.258802795E-1,3.216960297E0,8.495733032E0,9.087207228E0
8.480172375E0,-2.694396973E-1,3.293151855E0,8.761280823E0,9.363625823E0
8.490153375E0,-3.044668579E-1,3.372786255E0,8.997040558E0,9.613278628E0
8.500134375E0,-2.802172852E-1,3.420986023E0,9.247619476E0,9.864082982E0
8.510115375E0,-2.656974792E-1,3.440595245E0,9.512718201E0,1.011929337E1
8.520095375E0,-2.806663513E-1,3.426973572E0,9.847122803E0,1.043018451E1
8.530076375E0,-3.056643677E-1,3.345542908E0,1.017449203E1,1.071477374E1
8.540057375E0,-3.296145630E-1,3.232378235E0,1.044557831E1,1.093924225E1
8.550038375E0,-3.858975220E-1,3.143014069E0,1.062505508E1,1.108689541E1
8.560019375E0,-4.022135925E-1,3.116519165E0,1.094329330E1,1.138552308E1
8.570000375E0,-4.123924255E-1,3.144361267E0,1.133038834E1,1.176583083E1
8.579981375E0,-4.239184570E-1,3.229833527E0,1.158036850E1,1.202981571E1
8.589961375E0,-3.914360046E-1,3.286116486E0,1.189725952E1,1.234895007E1
8.599942375E0,-3.784130859E-1,3.304079132E0,1.225980560E1,1.270287246E1
8.609923375E0,-3.869453430E-1,3.312910767E0,1.249406845E1,1.293162213E1
8.619904375E0,-3.231779480E-1,3.274440765E0,1.248239273E1,1.290877742E1
8.629885375E0,-2.731819153E-1,3.167413330E0,1.230576004E1,1.270979409E1
8.639866375E0,-2.679428101E-1,3.024610291E0,1.208167603E1,1.245740568E1
8.649847375E0,-2.933898926E-1,2.820734253E0,1.187450684E1,1.220846149E1
8.659827375E0,-3.213816833E-1,2.597847748E0,1.157767410E1,1.186990466E1
8.669808375E0,-2.978805542E-1,2.470762024E0,1.122964783E1,1.150210364E1
8.679789375E0,-2.447410583E-1,2.411335602E0,1.087353836E1,1.114038931E1
8.689770375E0,-1.694476318E-1,2.340083771E0,1.055919205E1,1.081671120E1
8.699751375E0,-1.757345581E-1,2.300116882E0,1.032163605E1,1.057627491E1
8.709732375E0,-2.243833923E-1,2.309846649E0,1.010847931E1,1.037145570E1
8.719713375E0,-2.067201233E-1,2.336940308E0,9.922715607E0,1.019628894E1
8.729693375E0,-1.212478638E-1,2.309996338E0,9.667047272E0,9.939949048E0
8.739674375E0,3.787124634E-2,2.257455597E0,9.392069092E0,9.659632593E0
8.749655375E0,1.760339355E-1,2.241438904E0,9.089248810E0,9.363198184E0
8.759637125E0,2.192939758E-1,2.217638397E0,8.718469849E0,8.998762493E0
8.769618125E0,2.579136658E-1,2.183659058E0,8.443940735E0,8.725538463E0
8.779599125E0,2.143542480E-1,2.127974854E0,8.370293884E0,8.639215499E0
8.789580125E0,1.001417542E-1,2.060165863E0,8.382568359E0,8.632598917E0
8.799560125E0,-3.757186890E-2,2.015259247E0,8.461005249E0,8.697775078E0
8.809541125E0,-1.257385254E-1,1.950144653E0,8.576714630E0,8.796528190E0
8.819522125E0,-1.826202393E-1,1.870510254E0,8.685837708E0,8.886840577E0
8.829503125E0,-2.233355713E-1,1.849553833E0,8.705596619E0,8.902704120E0
8.839484125E0,-2.326162720E-1,1.792223053E0,8.753946075E0,8.938553893E0
8.849465125E0,-2.112107849E-1,1.770667877E0,8.844507751E0,9.022482590E0
8.859446125E0,-1.992356873E-1,1.892813873E0,8.664282532E0,8.870864164E0
8.869426125E0,-1.528321838E-1,2.020648041E0,8.362510071E0,8.604530834E0
8.879407125E0,-9.744735718E-2,2.105072479E0,8.103997650E0,8.373506078E0
8.889388125E0,-7.679031372E-2,2.215692444E0,7.933951263E0,8.237886404E0
8.899369125E0,-1.004411316E-1,2.377206573E0,7.747289429E0,8.104424286E0
8.909350125E0,-1.187031555E-1,2.560126190E0,7.578290863E0,7.999926809E0
8.919331125E0,-1.522334290E-1,2.713257751E0,7.431446228E0,7.912732504E0
8.929312125E0,-2.233355713E-1,2.849923553E0,7.413932648E0,7.945963777E0
8.939292125E0,-2.805166626E-1,2.975213013E0,7.510481873E0,8.083187492E0
8.949273125E0,-3.345542908E-1,3.098406830E0,7.605833588E0,8.219535025E0
8.959254125E0,-2.975811768E-1,3.224893799E0,7.600893860E0,8.262087027E0
8.969235125E0,-2.418969727E-1,3.271297302E0,7.736661530E0,8.403322665E0
8.979216125E0,-2.375559998E-1,3.301085358E0,7.960446167E0,8.621038254E0
8.989197125E0,-2.061213684E-1,3.305576019E0,8.249195709E0,8.889237801E0
8.999178125E0,-1.805245972E-1,3.315006409E0,8.451574860E0,9.080251881E0
9.009158125E0,-1.326242065E-1,3.330873413E0,8.617130585E0,9.239439723E0
9.019139125E0,-1.161584473E-1,3.342399445E0,8.766819305E0,9.383083052E0
9.029120125E0,-1.679507446E-1,3.350931702E0,8.936865692E0,9.545916358E0
9.039101125E0,-2.082170105E-1,3.367996216E0,9.145980835E0,9.748626481E0
9.049082125E0,-2.580633545E-1,3.389551392E0,9.350305939E0,9.949064101E0
9.059063125E0,-3.643423462E-1,3.415447540E0,9.518855438E0,1.011961640E1
9.069044125E0,-4.870870972E-1,3.428620148E0,9.760153656E0,1.035631640E1
9.079024125E0,-5.227130127E-1,3.426823883E0,9.941576385E0,1.052859401E1
9.089005125E0,-5.502557373E-1,3.405568085E0,1.013617172E1,1.070713092E1
9.098986125E0,-5.780978394E-1,3.362457733E0,1.036100418E1,1.090828707E1
9.108967125E0,-5.809419250E-1,3.312162323E0,1.053838531E1,1.106189305E1
9.118948125E0,-5.722599792E-1,3.249143372E0,1.065214874E1,1.115135359E1
9.128929125E0,-5.203179932E-1,3.165018311E0,1.077324692E1,1.124059255E1
9.138910125E0,-5.197192383E-1,3.154390411E0,1.075393707E1,1.121906634E1
9.148890125E0,-5.619314575E-1,3.213816833E0,1.062191162E1,1.111167819E1
9.158871125E0,-5.780978394E-1,3.237018585E0,1.081426163E1,1.130312970E1
9.168852125E0,-5.388793945E-1,3.258274384E0,1.115046249E1,1.162925435E1
9.178833125E0,-5.694158936E-1,3.385958862E0,1.131616791E1,1.182559123E1
9.188814125E0,-6.909631348E-1,3.498674469E0,1.143232635E1,1.197565192E1
9.198795125E0,-7.884104919E-1,3.469634857E0,1.173320068E1,1.226083013E1
9.208776125E0,-8.930429077E-1,3.317251740E0,1.188797882E1,1.237439797E1
9.218756125E0,-9.636959839E-1,3.125051422E0,1.186582489E1,1.230822719E1
9.228737125E0,-9.437873840E-1,2.901266785E0,1.168589905E1,1.207759579E1
9.238718125E0,-8.363108826E-1,2.631677399E0,1.143157791E1,1.176036204E1
9.248699125E0,-6.686595154E-1,2.410886536E0,1.109717331E1,1.137570811E1
9.258680125E0,-5.466632080E-1,2.284399567E0,1.070049820E1,1.095527196E1
9.268661125E0,-4.215234375E-1,2.197280731E0,1.031100815E1,1.055095321E1
9.278642125E0,-4.201762390E-1,2.188449097E0,9.971214752E0,1.021719047E1
9.288622125E0,-5.554948425E-1,2.223027191E0,9.694589996E0,9.961701642E0
9.298603125E0,-6.988966370E-1,2.262245636E0,9.487121429E0,9.778122767E0
9.308584125E0,-7.467970276E-1,2.300865326E0,9.287137299E0,9.597010277E0
9.318565125E0,-7.071295166E-1,2.359842682E0,9.037905579E0,9.367637209E0
9.328546125E0,-6.334826660E-1,2.414329376E0,8.773854675E0,9.121996080E0
9.338527125E0,-5.679190063E-1,2.440375214E0,8.594078522E0,8.951879625E0
9.348508125E0,-5.111869812E-1,2.433190155E0,8.425529022E0,8.784717740E0
9.358489125E0,-4.670288086E-1,2.403851166E0,8.310418396E0,8.663698416E0
9.368469125E0,-4.819976807E-1,2.368075562E0,8.297844543E0,8.642588021E0
9.378450125E0,-5.306465149E-1,2.343077545E0,8.313412170E0,8.653578452E0
9.388431125E0,-5.447172546E-1,2.337838440E0,8.311466217E0,8.651166172E0
9.398412125E0,-5.324427795E-1,2.307451630E0,8.300538940E0,8.631730709E0
9.408393125E0,-5.004093933E-1,2.245181122E0,8.295000458E0,8.608035805E0
9.418374125E0,-4.797523499E-1,2.164798279E0,8.231382751E0,8.524797705E0
9.428355125E0,-4.418811035E-1,2.110461273E0,8.146359558E0,8.426890277E0
9.438336125E0,-3.902384949E-1,2.089355164E0,8.087980957E0,8.362602887E0
9.448316125E0,-2.698887634E-1,2.093396759E0,7.962242432E0,8.237260132E0
9.458297125E0,-2.300715637E-1,2.118544464E0,7.852969666E0,8.136970944E0
9.468278125E0,-2.077679443E-1,2.137105865E0,7.823930054E0,8.113215792E0
9.478259125E0,-1.959425354E-1,2.211650848E0,7.789052582E0,8.099329174E0
9.488240125E0,-1.872605896E-1,2.305056610E0,7.656428375E0,7.998077767E0
9.498221125E0,-1.761836243E-1,2.346370697E0,7.654632111E0,8.008113939E0
9.508202125E0,-1.939965820E-1,2.387834473E0,7.712711334E0,8.076218439E0
9.518182125E0,-1.853146362E-1,2.444416809E0,7.696844330E0,8.077804633E0
9.528163125E0,-1.872605896E-1,2.524350586E0,7.717201996E0,8.121737441E0
9.538144125E0,-1.821711731E-1,2.613565063E0,7.755372620E0,8.185946075E0
9.548125125E0,-1.781295776E-1,2.720742188E0,7.772886200E0,8.237228179E0
9.558106125E0,-2.231858826E-1,2.847977600E0,7.842790833E0,8.346865064E0
9.568087125E0,-2.573149109E-1,2.970422974E0,7.956254883E0,8.496564916E0
9.578068125E0,-2.553689575E-1,3.086431732E0,8.067323914E0,8.641353440E0
9.588048125E0,-2.372566223E-1,3.179987183E0,8.286468201E0,8.878860537E0
9.598029125E0,-2.323168945E-1,3.248394928E0,8.638835449E0,9.232308415E0
9.608010125E0,-1.960922241E-1,3.318598938E0,8.906778259E0,9.506957980E0
9.617991125E0,-1.622625732E-1,3.373085632E0,9.154662781E0,9.757657837E0
9.627972125E0,-1.112187195E-1,3.368295593E0,9.427096252E0,1.001138994E1
9.637953125E0,-4.969665527E-2,3.354823608E0,9.660910034E0,1.022694939E1
9.647934125E0,-1.601669312E-2,3.294948120E0,9.992769928E0,1.052199556E1
9.657915125E0,-5.763015747E-2,3.225642242E0,1.041055115E1,1.089897538E1
9.667895125E0,-9.834548950E-2,3.191962280E0,1.067684738E1,1.114420769E1
9.677876125E0,-1.121168518E-1,3.099604340E0,1.091350525E1,1.134569143E1
9.687857125E0,-1.595681763E-1,3.045417023E0,1.116273697E1,1.157180727E1
9.697838125E0,-1.368154907E-1,3.032843170E0,1.137200180E1,1.177027107E1
9.707819125E0,-2.784210205E-2,3.020868073E0,1.146256348E1,1.185397741E1
9.717800125E0,6.930587769E-2,3.045716400E0,1.149055527E1,1.188755871E1
9.727781125E0,7.394622803E-2,3.062780914E0,1.164009430E1,1.203652318E1
9.737762125E0,-1.092727661E-2,3.002606049E0,1.182525925E1,1.220051305E1
9.747742125E0,-1.001417542E-1,2.961591339E0,1.193468170E1,1.229705977E1
9.757723375E0,-1.013392639E-1,2.988535309E0,1.179621964E1,1.216932252E1
9.767704375E0,-9.580078125E-3,2.976111145E0,1.153441406E1,1.191218020E1
9.777685375E0,8.816665649E-2,2.847079468E0,1.132305359E1,1.167583733E1
9.787666375E0,1.148112488E-1,2.632126465E0,1.118803436E1,1.149405865E1
9.797647375E0,7.170089722E-2,2.469564514E0,1.105825424E1,1.133088155E1
9.807628375E0,3.876937866E-2,2.387984161E0,1.092113937E1,1.117923328E1
9.817609375E0,8.876541138E-2,2.276016998E0,1.084943848E1,1.108595724E1
9.827589375E0,2.059716797E-1,2.165846100E0,1.078028229E1,1.099762701E1
9.837570375E0,3.236270142E-1,2.080074463E0,1.066502197E1,1.087079288E1
9.847551375E0,4.005670166E-1,1.987716522E0,1.063717987E1,1.082871491E1
9.857532375E0,4.897814941E-1,1.899400177E0,1.053943314E1,1.072041313E1
9.867513375E0,6.012995911E-1,1.813628540E0,1.034364029E1,1.051863604E1
9.877494375E0,7.340734863E-1,1.746567993E0,1.025412643E1,1.042767820E1
9.887475375E0,7.122189331E-1,1.758992157E0,1.001462448E1,1.019284125E1
9.897456375E0,7.307803345E-1,1.794618073E0,9.706265717E0,9.897792081E0
9.907436375E0,7.896080017E-1,1.803449707E0,9.540709991E0,9.741717445E0
9.917417375E0,8.202941895E-1,1.819017334E0,9.371861115E0,9.581935471E0
9.927398375E0,8.045768738E-1,1.866768036E0,9.241332550E0,9.462261577E0
9.937379375E0,7.523355103E-1,1.908531189E0,9.134155426E0,9.361692975E0
9.947360375E0,6.541397095E-1,1.946402435E0,9.016500092E0,9.247359358E0
9.957341375E0,5.532495117E-1,1.998344421E0,8.913065186E0,9.151076245E0
9.967322375E0,4.460723877E-1,2.096989288E0,8.794062653E0,9.051623202E0
9.977302375E0,4.240681458E-1,2.195634155E0,8.543633423E0,8.831439022E0
9.987283375E0,4.288581848E-1,2.292482758E0,8.241262207E0,8.564916771E0
9.997264375E0,3.917353821E-1,2.393672333E0,7.954308929E0,8.315897690E0
1.000724538E1,2.899470520E-1,2.521955566E0,7.715256042E0,8.122161349E0
1.001722637E1,2.124082947E-1,2.673739929E0,7.507338409E0,7.972084576E0
1.002720737E1,1.583706665E-1,2.811902618E0,7.385491791E0,7.904262559E0
1.003718837E1,1.715432739E-1,2.944077759E0,7.272476807E0,7.847670982E0
1.004716938E1,1.851649475E-1,3.069816284E0,7.179071045E0,7.810065246E0
1.005715037E1,1.516346741E-1,3.170856171E0,7.161557465E0,7.833596061E0
1.006713037E1,8.337661743E-2,3.262166290E0,7.160060577E0,7.868617924E0
1.007711137E1,-3.577560425E-2,3.336411896E0,7.159611511E0,7.898921523E0
1.008709237E1,-1.565744019E-1,3.383863220E0,7.260651398E0,8.011997538E0
1.009707338E1,-1.922003174E-1,3.406466217E0,7.413483582E0,8.160924694E0
1.010705437E1,-1.887574768E-1,3.400029602E0,7.587571564E0,8.316674390E0
1.011703537E1,-1.953437805E-1,3.397484894E0,7.726482697E0,8.442724540E0
1.012701638E1,-1.519340515E-1,3.403921509E0,7.923473053E0,8.625032801E0
1.013699737E1,-7.349716187E-2,3.390449524E0,8.154742126E0,8.831781754E0
1.014697737E1,-6.227050781E-2,3.408412170E0,8.336164856E0,9.006264245E0
1.015695837E1,-7.993377686E-2,3.437451782E0,8.650960236E0,9.309220008E0
1.016693937E1,-7.155120850E-2,3.459306335E0,8.809031525E0,9.464193378E0
1.017692038E1,-5.059478760E-2,3.501668243E0,8.934919739E0,9.596719807E0
1.018690137E1,-8.741821289E-2,3.529660034E0,9.081614685E0,9.743811738E0
1.019688237E1,-1.185534668E-1,3.561394043E0,9.206904144E0,9.872419479E0
1.020686338E1,-1.523831177E-1,3.599115601E0,9.264384613E0,9.940104425E0
1.021684437E1,-1.772314453E-1,3.585643616E0,9.360185394E0,1.002503475E1
1.022682438E1,-1.775308228E-1,3.578458557E0,9.550439758E0,1.020038148E1
1.023680537E1,-2.300715637E-1,3.599115601E0,9.768087158E0,1.041259299E1
1.024678637E1,-2.650987244E-1,3.577111359E0,9.983189850E0,1.060801973E1
1.025676738E1,-2.248324585E-1,3.548520813E0,1.018781433E1,1.079046387E1
1.026674837E1,-2.177970886E-1,3.491339722E0,1.038585251E1,1.095914326E1
1.027672937E1,-2.643502808E-1,3.408861237E0,1.059915894E1,1.113698281E1
1.028671038E1,-2.459385681E-1,3.379222870E0,1.059466827E1,1.112324722E1
1.029669137E1,-1.721420288E-1,3.301983490E0,1.071157516E1,1.121028859E1
1.030667138E1,-1.119671631E-1,3.191064148E0,1.107292374E1,1.152410808E1
1.031665237E1,-1.055305481E-1,3.159180450E0,1.137634277E1,1.180731691E1
1.032663337E1,-1.531315613E-1,3.193159790E0,1.156659714E1,1.200024533E1
1.033661438E1,-2.466870117E-1,3.156935120E0,1.178798676E1,1.220588897E1
1.034659537E1,-3.525169373E-1,2.991080017E0,1.199575470E1,1.236806204E1
1.035657637E1,-4.665797424E-1,2.794239349E0,1.202584213E1,1.235501312E1
1.036655738E1,-5.878276062E-1,2.563419342E0,1.195384186E1,1.223973019E1
1.037653837E1,-6.303392029E-1,2.303859100E0,1.165611099E1,1.189831995E1
1.038651937E1,-6.261479187E-1,2.110610962E0,1.121557709E1,1.142960670E1
1.039649937E1,-6.004014587E-1,1.993105316E0,1.077294754E1,1.097220805E1
1.040648037E1,-5.530998230E-1,1.854643250E0,1.035696259E1,1.053623723E1
1.041646138E1,-5.456153870E-1,1.771715698E0,1.002106110E1,1.019109112E1
1.042644237E1,-6.879693604E-1,1.808090057E0,9.824819183E0,1.001346910E1
1.043642337E1,-8.740324402E-1,1.915416870E0,9.716743927E0,9.942226463E0
1.044640437E1,-9.903405762E-1,1.998045044E0,9.667945404E0,9.921800582E0
1.045638538E1,-1.016985168E0,2.038760376E0,9.620943146E0,9.887029368E0
1.046636637E1,-9.276210022E-1,2.091001740E0,9.585766296E0,9.854931988E0
1.047634637E1,-7.908055115E-1,2.116149445E0,9.524244232E0,9.788497843E0
1.048632737E1,-5.915698242E-1,2.096240845E0,9.456435242E0,9.704037717E0
1.049630837E1,-3.939807129E-1,2.042652283E0,9.361682281E0,9.590033592E0
1.050628938E1,-2.619552612E-1,1.989812164E0,9.241033173E0,9.456461659E0
1.051627037E1,-1.612147522E-1,1.972897339E0,9.161548462E0,9.372954941E0
1.052625137E1,-1.103205872E-1,1.986369324E0,9.076076202E0,9.291554927E0
1.053623238E1,-9.190887451E-2,1.979783020E0,8.929530945E0,9.146830650E0
1.054621337E1,-8.457412720E-2,1.954335938E0,8.809630280E0,9.024198989E0
1.055619337E1,-6.706054688E-2,1.954785004E0,8.663534088E0,8.881582315E0
1.056617437E1,-7.095245361E-2,1.958227844E0,8.508306885E0,8.731035253E0
1.057615537E1,-4.894821167E-2,1.959425354E0,8.272846527E0,8.501866460E0
1.058613638E1,-1.661544800E-2,1.954036560E0,8.024213562E0,8.258724977E0
1.059611737E1,-8.981323242E-3,1.997146912E0,7.774383087E0,8.026811873E0
1.060609837E1,-1.032852173E-2,2.033670959E0,7.544161835E0,7.813469270E0
1.061607938E1,-2.754272461E-2,2.092199249E0,7.409741364E0,7.699501502E0
1.062606037E1,-5.089416504E-2,2.183659058E0,7.264094238E0,7.585382139E0
1.063604137E1,-6.316864014E-2,2.246079254E0,7.217990112E0,7.559645729E0
1.064602137E1,-5.553451538E-2,2.303410034E0,7.295678558E0,7.650863186E0
1.065600237E1,-1.212478638E-2,2.388882294E0,7.346123657E0,7.724793746E0
1.066598338E1,1.796264648E-2,2.478096771E0,7.472610626E0,7.872813718E0
1.067596437E1,4.311035156E-2,2.584525452E0,7.488926697E0,7.922477730E0
1.068594537E1,3.308120728E-2,2.671793976E0,7.546257477E0,8.005346921E0
1.069592638E1,-0.000000000E0,2.701432343E0,7.695646820E0,8.156023337E0
1.070590737E1,-2.829116821E-2,2.732567596E0,7.929011536E0,8.386712705E0
1.071588837E1,-6.331832886E-2,2.794538727E0,8.198002167E0,8.661448807E0
1.072586937E1,-1.631607056E-2,2.802472229E0,8.359216919E0,8.816497281E0
1.073584937E1,-4.191284180E-2,2.787054291E0,8.575367432E0,9.017003654E0
1.074583038E1,-1.115180969E-1,2.780467987E0,8.907526703E0,9.332066785E0
1.075581137E1,-1.748364258E-1,2.796634369E0,9.214987335E0,9.631600239E0
1.076579200E1,-2.288740540E-1,2.799029388E0,9.581575012E0,9.984664670E0
1.077577300E1,-2.999761963E-1,2.784210205E0,9.993368683E0,1.037830573E1
1.078575400E1,-3.225791931E-1,2.775228882E0,1.033181488E1,1.070291322E1
1.079573500E1,-2.911445618E-1,2.719993744E0,1.059272232E1,1.094024210E1
1.080571600E1,-2.179467773E-1,2.677482147E0,1.076681030E1,1.109687413E1
1.081569700E1,-1.429527283E-1,2.622696075E0,1.102068237E1,1.132936054E1
1.082567700E1,-1.210981750E-1,2.630779266E0,1.134071686E1,1.164248784E1
1.083565800E1,-7.679031372E-2,2.755170593E0,1.152947433E1,1.185435111E1
1.084563900E1,5.538482666E-3,2.896925812E0,1.167107986E1,1.202523659E1
1.085562000E1,3.682342529E-2,2.934797058E0,1.184486847E1,1.220308563E1
1.086560100E1,1.437011719E-2,2.860701141E0,1.212014603E1,1.245318261E1
1.087558200E1,-2.095642090E-3,2.776426392E0,1.233435059E1,1.264297245E1
1.088556300E1,2.859054565E-2,2.764900360E0,1.233075806E1,1.263697296E1
1.089554400E1,7.095245361E-2,2.724634094E0,1.218017120E1,1.248139558E1
1.090552400E1,7.903564453E-2,2.537373505E0,1.209125610E1,1.235487698E1
1.091550500E1,4.161346436E-2,2.258353729E0,1.197869019E1,1.218978719E1
1.092548600E1,-3.637435913E-2,1.960922241E0,1.179083084E1,1.195283360E1
1.093546700E1,-1.040336609E-1,1.771715698E0,1.150477570E1,1.164086179E1
1.094544800E1,-7.783813477E-2,1.672621765E0,1.118893250E1,1.131352875E1
1.095542900E1,-2.903961182E-2,1.564995575E0,1.095212494E1,1.106341245E1
1.096541000E1,2.215393066E-2,1.484912109E0,1.074555450E1,1.084769083E1
1.097539100E1,8.981323242E-2,1.469344482E0,1.057550812E1,1.067747215E1
1.098537200E1,1.559756470E-1,1.516346741E0,1.043450134E1,1.054525742E1
1.099535200E1,2.284249878E-1,1.561253357E0,1.033286270E1,1.045264281E1
1.100533300E1,3.192860413E-1,1.642085266E0,1.005938141E1,1.019752626E1
1.101531400E1,4.234693909E-1,1.720971222E0,9.720635834E0,9.880882009E0
1.102529500E1,5.040019226E-1,1.772464142E0,9.447453918E0,9.625488695E0
1.103527600E1,5.526507568E-1,1.793869629E0,9.266629944E0,9.454830597E0
1.104525700E1,6.042933655E-1,1.783241730E0,9.217232666E0,9.407576710E0
1.105523800E1,6.462062073E-1,1.755549316E0,9.212742004E0,9.400752688E0
1.106521900E1,6.882687378E-1,1.690734100E0,9.236243134E0,9.414907481E0
1.107520000E1,6.917115784E-1,1.664837952E0,9.131161652E0,9.307430549E0
1.108518000E1,6.791377258E-1,1.653760986E0,8.981323242E0,9.157528085E0
1.109516100E1,6.108796692E-1,1.686542816E0,8.948990479E0,9.126994644E0
1.110514200E1,5.679190063E-1,1.757644958E0,8.629554749E0,8.825024813E0
1.111512300E1,5.294490051E-1,1.802551575E0,8.300838318E0,8.510782879E0
1.112510400E1,4.710704041E-1,1.867815857E0,8.090226288E0,8.316393737E0
1.113508500E1,3.498225403E-1,1.974843292E0,7.876021729E0,8.127367354E0
1.114506600E1,2.231858826E-1,2.050136719E0,7.674091644E0,7.946354829E0
1.115504700E1,1.285826111E-1,2.179467773E0,7.480394440E0,7.792490888E0
1.116502800E1,9.654922485E-2,2.298320618E0,7.280110931E0,7.634894537E0
1.117500800E1,1.184037781E-1,2.379601593E0,7.166497192E0,7.552165597E0
1.118498900E1,1.146615601E-1,2.438728638E0,7.172784119E0,7.576897561E0
1.119497000E1,1.173559570E-1,2.549797668E0,7.153025208E0,7.594801524E0
1.120495100E1,1.718426514E-1,2.671943665E0,7.232060852E0,7.711777811E0
1.121493200E1,2.173480225E-1,2.776426392E0,7.360044708E0,7.869310121E0
1.122491300E1,1.685494995E-1,2.892884216E0,7.477550354E0,8.019410659E0
1.123489400E1,9.160949707E-2,3.031196594E0,7.682174835E0,8.259077145E0
1.124487500E1,7.993377686E-2,3.120411072E0,7.878716125E0,8.474521960E0
1.125485600E1,1.145118713E-1,3.178340607E0,8.050409088E0,8.655867863E0
1.126483600E1,1.288819885E-1,3.195854187E0,8.203840027E0,8.805287374E0
1.127481700E1,1.098715210E-1,3.167862396E0,8.546627197E0,9.115495618E0
1.128479800E1,5.239105225E-2,3.146157532E0,8.817713470E0,9.362324652E0
1.129477900E1,-8.831634521E-3,3.173101501E0,8.939260712E0,9.485727869E0
1.130476000E1,-9.340576172E-2,3.162473602E0,9.073082428E0,9.608891126E0
1.131474100E1,-2.085163879E-1,3.133433990E0,9.317524109E0,9.832504420E0
1.132472200E1,-3.579057312E-1,3.158282318E0,9.511670380E0,1.002869469E1
