"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.782528100E1,-1.082249451E0,7.593708801E-1,1.142065063E1,1.149691998E1
5.783526200E1,-1.155596924E0,7.315287781E-1,1.143756546E1,1.151904693E1
5.784524300E1,-1.240320740E0,6.715036011E-1,1.143666733E1,1.152330995E1
5.785522300E1,-1.320254517E0,6.168672180E-1,1.153740784E1,1.162907463E1
5.786520400E1,-1.456471252E0,6.197113037E-1,1.164009430E1,1.174721865E1
5.787518500E1,-1.651665344E0,6.610253906E-1,1.171628586E1,1.185058257E1
5.788516500E1,-1.794767761E0,6.589297485E-1,1.176762909E1,1.192193248E1
5.789514600E1,-1.914219360E0,6.032455444E-1,1.178334641E1,1.195304955E1
5.790512700E1,-2.040556641E0,6.261479187E-1,1.168709656E1,1.188041071E1
5.791510700E1,-2.121837616E0,4.824467468E-1,1.148067581E1,1.168507025E1
5.792508800E1,-2.124532013E0,2.719844055E-1,1.129820526E1,1.149943711E1
5.793506800E1,-2.194885712E0,1.152603149E-1,1.099388809E1,1.121143985E1
5.794504900E1,-2.293231201E0,-2.439926147E-2,1.065559158E1,1.089959342E1
5.795503000E1,-2.398162994E0,-1.197509766E-1,1.028990204E1,1.056634327E1
5.796501000E1,-2.518363037E0,-9.505233765E-2,9.816586304E0,1.013491756E1
5.797499100E1,-2.611469421E0,-1.172062683E-1,9.351503448E0,9.710001369E0
5.798497200E1,-2.704426117E0,-1.728904724E-1,9.082512817E0,9.478177610E0
5.799495200E1,-2.779420166E0,-1.977388000E-1,8.941506042E0,9.365618367E0
5.800493300E1,-2.688858490E0,-2.353106689E-1,8.853938141E0,9.256216921E0
5.801491400E1,-3.086431732E0,-3.487747192E-1,8.943601685E0,9.467614047E0
5.802489400E1,-2.987637177E0,-3.445834351E-1,9.127569122E0,9.610266996E0
5.803487500E1,-2.789299622E0,-3.902384949E-1,9.298513641E0,9.715700407E0
5.804485500E1,-2.728675690E0,-5.022056580E-1,9.378148041E0,9.779956146E0
5.805483600E1,-2.760709076E0,-5.484594727E-1,9.465266876E0,9.874897439E0
5.806481700E1,-2.725232849E0,-6.213578796E-1,9.502539368E0,9.905111515E0
5.807479700E1,-2.589165802E0,-7.520361328E-1,9.499844971E0,9.875038854E0
5.808477800E1,-2.447560272E0,-8.693920898E-1,9.493558044E0,9.842460985E0
5.809475900E1,-2.344873810E0,-9.725276184E-1,9.510622559E0,9.843585963E0
5.810473900E1,-2.256707153E0,-1.089584198E0,9.593250732E0,9.915159127E0
5.811472000E1,-2.198777618E0,-1.171014862E0,9.664352875E0,9.980261285E0
5.812470000E1,-2.151176605E0,-1.231938171E0,9.759554901E0,1.006946594E1
5.813468100E1,-2.047292633E0,-1.258882141E0,9.859846344E0,1.014853493E1
5.814466200E1,-1.944157104E0,-1.255588989E0,9.915530548E0,1.018204285E1
5.815464200E1,-1.825154572E0,-1.248104553E0,9.892179108E0,1.013627948E1
5.816462300E1,-1.706900482E0,-1.192869415E0,9.830806732E0,1.004894063E1
5.817460400E1,-1.559157715E0,-1.067579956E0,9.745184784E0,9.926697649E0
5.818458400E1,-1.407672729E0,-9.607022095E-1,9.583970032E0,9.734319330E0
5.819456500E1,-1.287322998E0,-8.565188599E-1,9.394464111E0,9.520860308E0
5.820454600E1,-1.163829803E0,-7.680528259E-1,9.340875549E0,9.444382509E0
5.821452600E1,-1.087039490E0,-6.069877625E-1,9.346114655E0,9.428676903E0
5.822450700E1,-1.060993652E0,-4.105961609E-1,9.273365936E0,9.342891015E0
5.823448700E1,-9.762698364E-1,-2.874023438E-1,9.231752472E0,9.287677675E0
5.824446800E1,-8.237370300E-1,-1.800755310E-1,9.208999786E0,9.247521125E0
5.825444900E1,-7.087760925E-1,-7.559280396E-2,9.274862823E0,9.302212544E0
5.826442900E1,-6.411167908E-1,2.365081787E-2,9.335935822E0,9.357953182E0
5.827441000E1,-5.599855042E-1,7.978408813E-2,9.383985901E0,9.401018065E0
5.828439100E1,-4.692741394E-1,1.645079041E-1,9.417516174E0,9.430635820E0
5.829437100E1,-3.668870544E-1,2.691403198E-1,9.511371002E0,9.522248735E0
5.830435200E1,-2.341131592E-1,3.442840576E-1,9.561217346E0,9.570277824E0
5.831433200E1,-8.023315430E-2,4.014651489E-1,9.605375519E0,9.614096446E0
5.832431300E1,3.727249146E-2,4.113446045E-1,9.732161865E0,9.740922348E0
5.833429400E1,1.128652954E-1,4.637356567E-1,9.764644318E0,9.776301345E0
5.834427400E1,2.498304749E-1,4.691244507E-1,9.959089966E0,9.973262554E0
5.835425500E1,2.564167786E-1,4.797523499E-1,1.006342300E1,1.007811463E1
5.836423600E1,3.746708679E-1,5.281018066E-1,9.965676270E0,9.986689806E0
5.837421600E1,5.495072937E-1,5.761518860E-1,1.010982651E1,1.014112919E1
5.838419700E1,5.194198608E-1,6.914122009E-1,9.986033936E0,1.002340868E1
5.839417800E1,6.162684631E-1,8.129594421E-1,9.869725800E0,9.922307052E0
5.840415800E1,6.249504089E-1,8.497828674E-1,1.004141876E1,1.009667196E1
5.841413900E1,5.439688110E-1,8.402027893E-1,1.011401779E1,1.016342456E1
5.842411900E1,4.706213379E-1,9.078620911E-1,1.016685791E1,1.021815530E1
5.843410000E1,3.215313721E-1,9.478289795E-1,1.022927811E1,1.027812691E1
5.844408100E1,1.486408997E-1,8.785231018E-1,1.028062134E1,1.031916043E1
5.845406100E1,1.002914429E-2,7.656578064E-1,1.039947418E1,1.042762656E1
5.846404200E1,-8.068222046E-2,6.533912659E-1,1.048868866E1,1.050933012E1
5.847402300E1,-1.371148682E-1,4.890330505E-1,1.063927551E1,1.065139133E1
5.848400300E1,-9.026229858E-2,3.510200500E-1,1.089823700E1,1.090426211E1
5.849398400E1,-1.811233521E-2,2.790197754E-1,1.107022934E1,1.107375987E1
5.850396400E1,-2.215393066E-2,2.453398132E-1,1.107442062E1,1.107716004E1
5.851394500E1,3.682342529E-2,2.644999695E-1,1.086635330E1,1.086963432E1
5.852392600E1,1.005908203E-1,2.389031982E-1,1.075184143E1,1.075496571E1
5.853390600E1,5.583389282E-2,1.749861145E-1,1.061906754E1,1.062065595E1
5.854388700E1,-1.178050232E-1,1.833686829E-1,1.056278458E1,1.056503290E1
5.855386800E1,-3.035687256E-1,2.466870117E-1,1.046773224E1,1.047503827E1
5.856384800E1,-4.251159668E-1,2.954855347E-1,1.032956955E1,1.034253559E1
5.857382900E1,-4.828958130E-1,2.742297363E-1,1.026385620E1,1.027886834E1
5.858381000E1,-4.758604431E-1,2.050735474E-1,1.021745270E1,1.023058346E1
5.859379000E1,-3.905378723E-1,-1.826202393E-2,1.011761032E1,1.012516133E1
5.860377100E1,-1.651066589E-1,-1.311273193E-1,1.029888336E1,1.030104136E1
5.861375100E1,-6.676116943E-2,-1.302291870E-1,1.027523254E1,1.027627464E1
5.862373200E1,3.487747192E-2,-1.221459961E-1,1.033840118E1,1.033918155E1
5.863371300E1,1.404080200E-1,1.222956848E-1,1.054766602E1,1.054930941E1
5.864369300E1,3.161425781E-1,1.282832336E-1,1.026714935E1,1.027281649E1
5.865367400E1,4.152365112E-1,-9.654922485E-2,1.040770706E1,1.041643458E1
5.866365500E1,3.508703613E-1,-4.730163574E-2,1.048584457E1,1.049181986E1
5.867363500E1,2.363584900E-1,8.068222046E-2,1.024499542E1,1.024803914E1
5.868361600E1,1.453477478E-1,2.665956116E-1,1.017598892E1,1.018051815E1
5.869359700E1,5.313949585E-2,2.754272461E-1,9.987979889E0,9.991918046E0
5.870357700E1,-1.422042847E-2,2.432441711E-1,9.828860779E0,9.831880500E0
5.871355800E1,-7.619155884E-2,2.900967407E-1,9.581275635E0,9.585969125E0
5.872353800E1,-3.128494263E-2,3.375480652E-1,9.295669556E0,9.301848737E0
5.873351900E1,-2.604583740E-2,2.887495422E-1,8.985215149E0,8.989891321E0
5.874350000E1,-7.409591675E-2,2.612068176E-1,8.758586426E0,8.762793812E0
5.875348000E1,-1.204994202E-1,3.472778320E-1,8.732989655E0,8.740722528E0
5.876346100E1,-7.484436035E-2,3.896397400E-1,8.343948669E0,8.353376575E0
5.877344100E1,-7.708969116E-2,4.070036316E-1,8.171507263E0,8.182000106E0
5.878342200E1,-1.914518738E-1,6.186634827E-1,8.200546875E0,8.226078493E0
5.879340300E1,-3.216810608E-1,7.586224365E-1,8.155789948E0,8.197310313E0
5.880338204E1,-2.781216431E-1,6.237528992E-1,8.043822784E0,8.072763115E0
5.881336304E1,-2.463876343E-1,7.813751221E-1,8.214318237E0,8.255075896E0
5.882334404E1,-2.450404358E-1,9.392967224E-1,8.322842560E0,8.379261986E0
5.883332404E1,-2.212399292E-1,8.891510010E-1,8.571774902E0,8.620606799E0
5.884330504E1,-1.721420288E-1,9.437873840E-1,8.692424011E0,8.745204554E0
5.885328604E1,-1.640588379E-1,1.101559296E0,8.924591217E0,8.993813239E0
5.886326604E1,-7.858657837E-2,9.295669556E-1,8.873098297E0,8.922003361E0
5.887324704E1,-3.338058472E-2,6.680607605E-1,9.043893127E0,9.068595390E0
5.888322704E1,-6.855743408E-2,6.072871399E-1,9.269623718E0,9.289748203E0
5.889320804E1,-1.260379028E-1,7.361691284E-1,9.490264893E0,9.519609145E0
5.890318904E1,-1.543290710E-1,7.328759766E-1,9.753567352E0,9.782279936E0
5.891316904E1,-1.799258423E-1,5.104385376E-1,1.004126907E1,1.005584434E1
5.892315004E1,-1.276844788E-1,4.812492371E-1,1.025023453E1,1.026232001E1
5.893313104E1,-6.002517700E-2,5.225633240E-1,1.042896286E1,1.044221920E1
5.894311104E1,9.430389404E-3,4.324507141E-1,1.054272629E1,1.055159609E1
5.895309204E1,5.867797852E-2,3.118016052E-1,1.062236069E1,1.062709791E1
5.896307204E1,1.272354126E-1,3.231779480E-1,1.065514252E1,1.066080179E1
5.897305304E1,1.847158813E-1,2.697390747E-1,1.075767929E1,1.076264572E1
5.898303404E1,2.299218750E-1,2.148033142E-1,1.079450272E1,1.079908762E1
5.899301404E1,2.157014465E-1,2.565664673E-1,1.077998291E1,1.078519286E1
5.900299504E1,1.814227295E-1,2.929408264E-1,1.082997894E1,1.083545903E1
5.901297604E1,2.383044434E-1,2.350112915E-1,1.110959747E1,1.111463789E1
5.902295604E1,3.344046021E-1,8.666976929E-2,1.142154877E1,1.142677182E1
5.903293704E1,3.658392334E-1,-2.275268555E-2,1.167811523E1,1.168386629E1
5.904291704E1,3.236270142E-1,-9.490264893E-2,1.170131699E1,1.170617615E1
5.905289804E1,3.305126953E-1,-1.901046753E-1,1.158231445E1,1.158858863E1
5.906287904E1,2.417472839E-1,-2.004331970E-1,1.117037109E1,1.117478436E1
5.907285904E1,1.320254517E-1,-1.020877075E-1,1.083057770E1,1.083186345E1
5.908284004E1,1.437011719E-1,-1.070274353E-1,1.077040283E1,1.077189315E1
5.909282104E1,2.436932373E-1,-3.405418396E-1,1.095916031E1,1.096715778E1
5.910280104E1,3.137475586E-1,-5.903723145E-1,1.125479553E1,1.127463523E1
5.911278204E1,4.231700134E-1,-6.779402161E-1,1.127530289E1,1.130358930E1
5.912276304E1,2.779719543E-1,-5.677693176E-1,1.093820389E1,1.095645630E1
5.913274304E1,1.754351807E-1,-5.025050354E-1,1.038974442E1,1.040336858E1
5.914272404E1,1.808239746E-1,-3.538641357E-1,9.579629059E0,9.587867857E0
5.915270404E1,2.490820312E-1,-3.779640198E-1,8.968300323E0,8.979716552E0
5.916268504E1,1.423539734E-1,-2.495310974E-1,8.569230194E0,8.574044352E0
5.917266604E1,-8.981323242E-4,3.083587646E-2,8.478818207E0,8.478874326E0
5.918264604E1,-2.050735474E-1,1.984872437E-1,8.541986847E0,8.546753281E0
5.919262704E1,-3.936813354E-1,3.773652649E-1,8.558452606E0,8.575809032E0
5.920260704E1,-4.942721558E-1,5.063969421E-1,8.591683502E0,8.620775384E0
5.921258804E1,-5.730084229E-1,5.593867493E-1,8.690328369E0,8.727144971E0
5.922256904E1,-6.292913818E-1,6.396199036E-1,8.753047943E0,8.798918658E0
5.923254904E1,-5.857319641E-1,6.304888916E-1,8.837322693E0,8.879125551E0
5.924253004E1,-4.818479919E-1,5.610333252E-1,8.872798920E0,8.903566507E0
5.925251104E1,-3.975732422E-1,4.933740234E-1,9.033564606E0,9.055759046E0
5.926249104E1,-3.477268982E-1,4.746629333E-1,9.164542236E0,9.183411855E0
5.927247204E1,-3.159928894E-1,4.174818420E-1,9.213789825E0,9.228654590E0
5.928245304E1,-3.146456909E-1,3.329077148E-1,9.336684265E0,9.347914341E0
5.929243304E1,-3.855981445E-1,2.597099304E-1,9.537716217E0,9.549040047E0
5.930241404E1,-4.543052673E-1,2.300715637E-1,9.784552917E0,9.797795772E0
5.931239404E1,-4.390370178E-1,2.606080627E-1,9.921967163E0,9.935094486E0
5.932237504E1,-3.700305176E-1,2.248324585E-1,1.003483246E1,1.004416919E1
5.933235604E1,-3.505709839E-1,2.074685669E-1,1.019919067E1,1.020732255E1
5.934233604E1,-3.616479492E-1,2.821632385E-1,1.023990601E1,1.025017465E1
5.935231704E1,-3.303630066E-1,2.999761963E-1,1.023571472E1,1.024543710E1
5.936229804E1,-2.504292297E-1,2.893482971E-1,1.015967285E1,1.016687709E1
5.937227804E1,-1.927990723E-1,3.224295044E-1,1.003543121E1,1.004246045E1
5.938225904E1,-1.660047913E-1,3.508703613E-1,9.932295685E0,9.939877523E0
5.939223904E1,-1.589694214E-1,3.510200500E-1,9.870623932E0,9.878142698E0
5.940222004E1,-1.499880981E-1,3.891906738E-1,9.888137512E0,9.896930295E0
5.941220104E1,-1.297801208E-1,4.409829712E-1,9.942624207E0,9.953244947E0
5.942218104E1,-1.396595764E-1,4.903802490E-1,1.000459534E1,1.001757982E1
5.943216204E1,-1.549278259E-1,5.782475281E-1,9.935738525E0,9.953756722E0
5.944214304E1,-1.688488770E-1,6.134243774E-1,9.896520081E0,9.916950596E0
5.945212304E1,-1.920506287E-1,6.337820435E-1,9.850266266E0,9.872502653E0
5.946210404E1,-1.692979431E-1,5.960604858E-1,9.785900116E0,9.805497997E0
5.947208404E1,-1.706451416E-1,5.601351929E-1,9.782457275E0,9.799966405E0
5.948206504E1,-1.442999268E-1,5.683680725E-1,9.770332489E0,9.787914062E0
5.949204604E1,-1.017883301E-1,6.087840271E-1,9.791887665E0,9.811322179E0
5.950202604E1,-1.242416382E-2,6.587800598E-1,9.855505371E0,9.877506348E0
5.951200704E1,1.056802368E-1,6.460565186E-1,9.997110901E0,1.001852203E1
5.952198804E1,2.248324585E-1,6.122268677E-1,1.006866211E1,1.008976353E1
5.953196804E1,3.032693481E-1,6.192622375E-1,1.009171417E1,1.011524359E1
5.954194904E1,3.351530457E-1,6.471043396E-1,1.010428802E1,1.013053345E1
5.955192904E1,4.165837097E-1,6.426136780E-1,1.018062927E1,1.020939306E1
5.956191004E1,1.886077881E-1,6.366261292E-1,1.031909134E1,1.034043093E1
5.957189104E1,3.055146790E-1,6.843768311E-1,1.017060013E1,1.019817718E1
5.958187104E1,4.032614136E-1,8.156538391E-1,1.027373566E1,1.031394955E1
5.959185204E1,4.056564331E-1,7.930508423E-1,1.012599289E1,1.016509807E1
5.960183304E1,4.662803650E-1,8.178991699E-1,1.004965164E1,1.009365516E1
5.961181304E1,4.625381470E-1,1.064885559E0,9.878856812E0,9.946845464E0
5.962179404E1,4.143383789E-1,1.179846497E0,9.676777039E0,9.757239769E0
5.963177404E1,3.791615295E-1,1.261277161E0,9.580676880E0,9.670778305E0
5.964175504E1,3.095562744E-1,1.366059265E0,9.601034546E0,9.702670115E0
5.965173604E1,2.359094238E-1,1.418300629E0,9.661508789E0,9.767905713E0
5.966171604E1,1.779798889E-1,1.441652069E0,9.727820892E0,9.835676735E0
5.967169704E1,1.622625732E-1,1.457519073E0,9.771080933E0,9.880521929E0
5.968167804E1,2.031275940E-1,1.481768646E0,9.735754395E0,9.849965115E0
5.969165804E1,2.291734314E-1,1.515598297E0,9.712552643E0,9.832763472E0
5.970163904E1,2.724334717E-1,1.500180359E0,9.657766571E0,9.777382894E0
5.971161904E1,3.311114502E-1,1.489552460E0,9.523346100E0,9.644818415E0
5.972160004E1,3.382965088E-1,1.520687714E0,9.457183685E0,9.584636608E0
5.973158104E1,2.965333557E-1,1.568887482E0,9.374256134E0,9.509259594E0
5.974156104E1,2.481838989E-1,1.586700439E0,9.303603058E0,9.441199256E0
5.975154204E1,2.224374390E-1,1.599573669E0,9.289981384E0,9.429309013E0
5.976152304E1,2.071691895E-1,1.587598572E0,9.301357727E0,9.438148328E0
5.977150304E1,1.799258423E-1,1.524280243E0,9.342073059E0,9.467319188E0
5.978148404E1,1.210981750E-1,1.516795807E0,9.363628235E0,9.486457084E0
5.979146504E1,4.685256958E-2,1.528621216E0,9.351952515E0,9.476175063E0
5.980144850E1,2.978805542E-2,1.431173859E0,9.374256134E0,9.482922757E0
5.981142950E1,4.849914551E-2,1.403481445E0,9.420959015E0,9.525050189E0
5.982140950E1,1.371148682E-1,1.348096619E0,9.394164734E0,9.491390627E0
5.983139050E1,1.992356873E-1,1.387315063E0,9.430988159E0,9.534562161E0
5.984137150E1,1.643582153E-1,1.474583588E0,9.454638977E0,9.570350493E0
5.985135150E1,1.580712891E-1,1.540746002E0,9.460925903E0,9.586866210E0
5.986133250E1,1.775308228E-1,1.569486237E0,9.451345825E0,9.582418387E0
5.987131350E1,2.297721863E-1,1.538201294E0,9.421557770E0,9.549063268E0
5.988129350E1,2.414479065E-1,1.569935303E0,9.449998627E0,9.582560618E0
5.989127450E1,2.065704346E-1,1.546434174E0,9.550140381E0,9.676740737E0
5.990125450E1,1.950444031E-1,1.555265808E0,9.610914001E0,9.737893098E0
5.991123550E1,2.249821472E-1,1.542093201E0,9.698481903E0,9.822892631E0
5.992121650E1,2.550695801E-1,1.530118103E0,9.762997742E0,9.885466443E0
5.993119650E1,2.815644836E-1,1.516646118E0,9.802665253E0,9.923292803E0
5.994117750E1,2.794688416E-1,1.537303162E0,9.833800507E0,9.957160049E0
5.995115850E1,2.686912537E-1,1.565145264E0,9.821226654E0,9.948787247E0
5.996113850E1,2.668949890E-1,1.586550751E0,9.805060272E0,9.936175480E0
5.997111950E1,2.790197754E-1,1.592687988E0,9.783205719E0,9.915927652E0
5.998109950E1,2.799179077E-1,1.582808533E0,9.756112061E0,9.887636696E0
5.999108050E1,2.875520325E-1,1.580413513E0,9.728719025E0,9.860444559E0
6.000106150E1,2.775228882E-1,1.577868805E0,9.712402954E0,9.843650749E0
6.001104150E1,2.665956116E-1,1.587598572E0,9.691296844E0,9.824091661E0
6.002102250E1,2.582130432E-1,1.577270050E0,9.689051514E0,9.819988494E0
6.003100350E1,2.466870117E-1,1.558558960E0,9.704319763E0,9.831774132E0
6.004098350E1,2.459385681E-1,1.583556976E0,9.706116028E0,9.837521376E0
6.005096450E1,2.204914856E-1,1.581012268E0,9.722132721E0,9.852313481E0
6.006094550E1,2.213896179E-1,1.576371918E0,9.693542175E0,9.823376288E0
6.007092550E1,2.427951050E-1,1.590891724E0,9.660011902E0,9.793146373E0
6.008090650E1,2.418969727E-1,1.609752502E0,9.626781006E0,9.763438421E0
6.009088650E1,2.483335876E-1,1.608105927E0,9.591753845E0,9.728793146E0
6.010086750E1,2.767744446E-1,1.633403320E0,9.561965790E0,9.704421686E0
6.011084850E1,2.897973633E-1,1.622176666E0,9.575737152E0,9.716490192E0
6.012082850E1,2.917433167E-1,1.618434448E0,9.607770538E0,9.747497060E0
6.013080950E1,2.686912537E-1,1.621877289E0,9.610464935E0,9.750062420E0
6.014079050E1,2.514770508E-1,1.575623474E0,9.635762329E0,9.766972187E0
6.015077050E1,2.375559998E-1,1.553918610E0,9.642947388E0,9.770236958E0
6.016075150E1,2.381547546E-1,1.544488220E0,9.669142914E0,9.794615165E0
6.017073150E1,2.649490356E-1,1.546134796E0,9.681866455E0,9.808122596E0
6.018071250E1,2.691403198E-1,1.572330322E0,9.634864197E0,9.766026175E0
6.019069350E1,2.775228882E-1,1.590592346E0,9.635612640E0,9.769955676E0
6.020067350E1,2.920426941E-1,1.566791840E0,9.627978516E0,9.759000763E0
6.021065450E1,2.971321106E-1,1.548978882E0,9.636361084E0,9.764582838E0
6.022063550E1,2.790197754E-1,1.552571411E0,9.647138672E0,9.775255218E0
6.023061550E1,2.689906311E-1,1.548380127E0,9.691446533E0,9.818043231E0
6.024059650E1,2.824626160E-1,1.525028687E0,9.681118011E0,9.804567485E0
6.025057650E1,2.974314880E-1,1.541943512E0,9.684111786E0,9.810610397E0
6.026055750E1,2.733316040E-1,1.569037170E0,9.699679413E0,9.829566039E0
6.027053850E1,2.832110596E-1,1.580862579E0,9.687704315E0,9.819926166E0
6.028051850E1,2.885998535E-1,1.587598572E0,9.672735443E0,9.806404543E0
6.029049950E1,2.613565063E-1,1.623972931E0,9.648635559E0,9.787837527E0
6.030048050E1,2.546205139E-1,1.643582153E0,9.669891357E0,9.811880185E0
6.031046050E1,2.435435486E-1,1.638343048E0,9.667346649E0,9.808214549E0
6.032044150E1,2.576142883E-1,1.645528107E0,9.658065948E0,9.800630885E0
6.033042150E1,2.903961182E-1,1.649270325E0,9.663754120E0,9.807780901E0
6.034040250E1,2.999761963E-1,1.663490753E0,9.643845520E0,9.790860208E0
6.035038350E1,2.757266235E-1,1.674118652E0,9.630373535E0,9.778690754E0
6.036036350E1,2.597099304E-1,1.688189392E0,9.623936920E0,9.774333456E0
6.037034450E1,2.541714478E-1,1.696571960E0,9.615704041E0,9.767534169E0
6.038032550E1,2.374063110E-1,1.698068848E0,9.615105286E0,9.766782952E0
6.039030550E1,2.104623413E-1,1.697320404E0,9.612410889E0,9.763382306E0
6.040028650E1,2.095642090E-1,1.667083282E0,9.638307037E0,9.783662217E0
6.041026750E1,2.091151428E-1,1.633852386E0,9.675280151E0,9.814491773E0
6.042024750E1,2.109114075E-1,1.633253632E0,9.659113770E0,9.798493755E0
6.043022850E1,2.466870117E-1,1.607357483E0,9.686955872E0,9.822503073E0
6.044020850E1,2.432441711E-1,1.597927094E0,9.704170074E0,9.837858281E0
6.045018950E1,2.089654541E-1,1.619033203E0,9.696685638E0,9.833140264E0
6.046017050E1,1.966909790E-1,1.631157990E0,9.680668945E0,9.819099498E0
6.047015050E1,2.197430420E-1,1.641336823E0,9.650132446E0,9.791186333E0
6.048013150E1,2.474354553E-1,1.623374176E0,9.629774780E0,9.768783463E0
6.049011250E1,2.490820312E-1,1.642684021E0,9.652377777E0,9.794327409E0
6.050009250E1,2.378553772E-1,1.676513672E0,9.660610657E0,9.807888230E0
6.051007350E1,2.432441711E-1,1.674717407E0,9.675130463E0,9.822015862E0
6.052005350E1,2.644999695E-1,1.679357758E0,9.676327972E0,9.824536922E0
6.053003450E1,2.496807861E-1,1.688189392E0,9.638157349E0,9.788074427E0
6.054001550E1,2.504292297E-1,1.687440948E0,9.616452484E0,9.766592555E0
6.054999550E1,2.522254944E-1,1.711840210E0,9.606722717E0,9.761308108E0
6.055997650E1,2.574645996E-1,1.726509705E0,9.575437775E0,9.733248808E0
6.056995750E1,2.302212524E-1,1.727258148E0,9.574839020E0,9.732109987E0
6.057993750E1,2.041754150E-1,1.742676086E0,9.581125946E0,9.740461074E0
6.058991850E1,2.053729248E-1,1.753004608E0,9.580826569E0,9.742045008E0
6.059989850E1,1.827699280E-1,1.758543091E0,9.568701782E0,9.730669681E0
6.060987950E1,1.788780212E-1,1.741328888E0,9.587562561E0,9.746054561E0
6.061986050E1,1.854643250E-1,1.715881805E0,9.616302795E0,9.769950196E0
6.062984050E1,1.613644409E-1,1.705104218E0,9.611213379E0,9.762624723E0
6.063982150E1,1.779798889E-1,1.713037720E0,9.615105286E0,9.768133124E0
6.064980250E1,1.966909790E-1,1.703158264E0,9.613009644E0,9.764701215E0
6.065978250E1,2.010319519E-1,1.687890015E0,9.638157349E0,9.786902657E0
6.066976350E1,2.068698120E-1,1.681902466E0,9.674831085E0,9.822115228E0
6.067974450E1,2.245330811E-1,1.695374451E0,9.655521240E0,9.805804406E0
6.068972450E1,2.213896179E-1,1.696122894E0,9.665700073E0,9.815885296E0
6.069970550E1,2.285746765E-1,1.661544800E0,9.707313538E0,9.851137682E0
6.070968550E1,2.395019531E-1,1.666484528E0,9.714648285E0,9.859458564E0
6.071966650E1,2.287243652E-1,1.665736084E0,9.701475677E0,9.846096783E0
6.072964750E1,1.892065430E-1,1.664837952E0,9.716145172E0,9.859561934E0
6.073962750E1,1.773811340E-1,1.658850403E0,9.724976807E0,9.867037175E0
6.074960850E1,1.788780212E-1,1.666185150E0,9.709109802E0,9.852663774E0
6.075958950E1,1.669029236E-1,1.704056396E0,9.683662720E0,9.833869455E0
6.076956950E1,1.701960754E-1,1.724114685E0,9.674831085E0,9.828728030E0
6.077955050E1,1.922003174E-1,1.709894257E0,9.681267700E0,9.832986505E0
6.078953050E1,1.992356873E-1,1.722168732E0,9.666149139E0,9.820386916E0
6.079951150E1,2.044747925E-1,1.710193634E0,9.664502563E0,9.816780633E0
6.080948887E1,2.152523804E-1,1.691931610E0,9.654174042E0,9.803674953E0
6.081946887E1,2.192939758E-1,1.698667603E0,9.658215637E0,9.808908745E0
6.082944988E1,2.004331970E-1,1.683399353E0,9.656419373E0,9.804103322E0
6.083943087E1,1.862127686E-1,1.683399353E0,9.651779022E0,9.799252363E0
6.084941088E1,1.782792664E-1,1.694626007E0,9.627828827E0,9.777455125E0
6.085939187E1,1.839674377E-1,1.688488770E0,9.624236298E0,9.772960793E0
6.086937287E1,1.719923401E-1,1.693727875E0,9.621242523E0,9.770701263E0
6.087935287E1,1.661544800E-1,1.691183167E0,9.624236298E0,9.773107598E0
6.088933387E1,1.558259583E-1,1.703607330E0,9.611812134E0,9.762862908E0
6.089931387E1,1.329235840E-1,1.709295502E0,9.598639526E0,9.750550782E0
6.090929488E1,1.285826111E-1,1.697919159E0,9.601782990E0,9.751599845E0
6.091927587E1,1.390608215E-1,1.691632233E0,9.625882874E0,9.774383797E0
6.092925588E1,1.413061523E-1,1.715283051E0,9.620943146E0,9.773674354E0
6.093923687E1,1.613644409E-1,1.692829742E0,9.624385986E0,9.773459809E0
6.094921787E1,1.648072815E-1,1.667981415E0,9.660760345E0,9.805081024E0
6.095919787E1,1.276844788E-1,1.693278809E0,9.674980774E0,9.822868696E0
6.096917887E1,1.236428833E-1,1.678908691E0,9.623936920E0,9.770065701E0
6.097915887E1,1.399589539E-1,1.666933594E0,9.618398438E0,9.762778530E0
6.098913988E1,1.074765015E-1,1.684896240E0,9.627978516E0,9.774886027E0
6.099912087E1,-3.173400879E-2,1.684147797E0,9.654772797E0,9.800612154E0
6.100910088E1,6.436614990E-3,1.654659119E0,9.611063690E0,9.752460381E0
6.101908187E1,-8.053253174E-2,1.646426239E0,9.669442291E0,9.808940772E0
6.102906287E1,-5.014572144E-2,1.619931335E0,9.648336182E0,9.783510781E0
6.103904287E1,-1.555265808E-1,1.611099701E0,9.739496613E0,9.873075763E0
6.104902387E1,-1.209484863E-1,1.618584137E0,9.575138397E0,9.711730972E0
6.105900488E1,-8.876541138E-2,1.640588379E0,9.665251007E0,9.803901599E0
6.106898487E1,-1.261875916E-1,1.642833710E0,9.576186218E0,9.716901172E0
6.107896587E1,-9.729766846E-2,1.666634216E0,9.550888824E0,9.695700789E0
6.108894588E1,-3.308120728E-2,1.672023010E0,9.504036255E0,9.650049764E0
6.109892687E1,7.933502197E-3,1.650767212E0,9.480834503E0,9.623477449E0
6.110890787E1,2.784210205E-2,1.607806549E0,9.537267151E0,9.671880985E0
6.111888787E1,3.562591553E-2,1.573527832E0,9.635163574E0,9.762870282E0
6.112886887E1,4.969665527E-2,1.537003784E0,9.685009918E0,9.806338129E0
